"Date","Price","Open","High","Low","Vol.","Change %"
"04/25/2022","46,400.0","43,600.0","46,400.0","43,600.0","0.20K","-0.85%"
"04/22/2022","46,800.0","43,650.0","46,800.0","43,600.0","2.10K","0.00%"
"04/21/2022","46,800.0","43,600.0","46,800.0","43,600.0","1.60K","0.00%"
"04/20/2022","46,800.0","44,000.0","47,800.0","43,950.0","3.10K","7.22%"
"04/15/2022","43,650.0","43,650.0","43,650.0","43,650.0","","-6.93%"
"04/14/2022","46,900.0","46,900.0","46,900.0","46,700.0","61.00K","-0.85%"
"04/13/2022","47,300.0","44,100.0","47,300.0","44,100.0","65.20K","0.00%"
"04/07/2022","47,300.0","45,600.0","47,300.0","45,500.0","1.90K","-2.47%"
"04/05/2022","48,500.0","47,000.0","48,600.0","47,000.0","3.30K","-0.21%"
"04/04/2022","48,600.0","45,600.0","48,600.0","45,600.0","3.00K","0.00%"
"03/31/2022","48,600.0","46,800.0","48,600.0","46,750.0","3.60K","3.40%"
"03/30/2022","47,000.0","46,100.0","47,000.0","45,250.0","4.80K","-3.39%"
"03/29/2022","48,650.0","46,000.0","48,650.0","46,000.0","1.10K","-0.71%"
"03/25/2022","49,000.0","46,150.0","49,200.0","46,150.0","23.40K","-0.61%"
"03/24/2022","49,300.0","49,400.0","49,400.0","46,100.0","5.10K","-0.20%"
"03/23/2022","49,400.0","49,450.0","49,500.0","46,300.0","3.40K","-0.20%"
"03/22/2022","49,500.0","49,400.0","49,800.0","49,000.0","7.90K","0.20%"
"03/21/2022","49,400.0","49,450.0","49,500.0","48,000.0","14.00K","0.82%"
"03/18/2022","49,000.0","45,000.0","49,000.0","45,000.0","12.30K","6.52%"
"03/17/2022","46,000.0","44,900.0","46,100.0","44,700.0","15.90K","2.22%"
"03/16/2022","45,000.0","43,600.0","45,000.0","43,600.0","4.80K","0.00%"
"03/15/2022","45,000.0","44,800.0","45,000.0","44,000.0","4.00K","0.00%"
"03/14/2022","45,000.0","42,800.0","45,000.0","42,500.0","6.20K","-0.88%"
"03/11/2022","45,400.0","45,000.0","45,400.0","43,700.0","8.40K","0.00%"
"03/10/2022","45,400.0","41,500.0","45,800.0","41,500.0","1.80K","3.53%"
"03/09/2022","43,850.0","43,000.0","43,850.0","42,300.0","6.70K","6.95%"
"03/08/2022","41,000.0","43,700.0","46,000.0","41,000.0","4.00K","-6.50%"
"03/04/2022","43,850.0","42,200.0","44,000.0","42,200.0","0.70K","3.54%"
"03/03/2022","42,350.0","42,350.0","42,350.0","42,350.0","0.20K","-4.83%"
"02/25/2022","44,500.0","41,650.0","44,500.0","41,650.0","1.10K","0.23%"
"02/23/2022","44,400.0","42,300.0","44,400.0","42,300.0","0.20K","-1.11%"
"02/21/2022","44,900.0","44,900.0","44,900.0","44,900.0","0.10K","0.00%"
"02/17/2022","44,900.0","42,200.0","44,900.0","42,200.0","1.00K","-0.22%"
"02/15/2022","45,000.0","42,300.0","45,000.0","42,300.0","1.10K","-0.88%"
"02/14/2022","45,400.0","44,200.0","45,400.0","44,200.0","3.10K","0.22%"
"02/11/2022","45,300.0","44,050.0","45,300.0","44,050.0","10.60K","2.03%"
"02/10/2022","44,400.0","42,200.0","44,400.0","42,000.0","9.10K","0.00%"
"02/09/2022","44,400.0","42,000.0","44,400.0","41,800.0","7.00K","0.23%"
"02/08/2022","44,300.0","44,300.0","44,300.0","44,300.0","0.30K","4.98%"
"02/07/2022","42,200.0","43,500.0","45,800.0","42,100.0","4.10K","-3.21%"
"01/27/2022","43,600.0","41,300.0","44,100.0","41,000.0","0.80K","-0.68%"
"01/26/2022","43,900.0","43,900.0","43,900.0","43,900.0","0.10K","2.09%"
"01/21/2022","43,000.0","42,100.0","43,350.0","41,900.0","9.40K","2.14%"
"01/20/2022","42,100.0","40,700.0","42,900.0","40,600.0","5.00K","-2.32%"
"01/19/2022","43,100.0","41,300.0","43,100.0","41,200.0","8.40K","-2.71%"
"01/18/2022","44,300.0","42,800.0","44,300.0","42,800.0","0.40K","3.50%"
"01/17/2022","42,800.0","43,300.0","43,900.0","42,800.0","10.10K","-3.49%"
"01/14/2022","44,350.0","44,600.0","44,600.0","42,300.0","1.20K","2.42%"
"01/13/2022","43,300.0","43,300.0","43,300.0","42,500.0","4.60K","-0.23%"
"01/12/2022","43,400.0","41,250.0","43,400.0","41,250.0","0.30K","1.64%"
"01/11/2022","42,700.0","42,100.0","43,800.0","42,000.0","5.10K","-2.51%"
"01/10/2022","43,800.0","43,000.0","43,950.0","42,800.0","5.80K","0.00%"
"01/07/2022","43,800.0","43,050.0","44,650.0","43,000.0","8.30K","-0.45%"
"01/06/2022","44,000.0","45,250.0","45,300.0","44,000.0","7.00K","-2.87%"
"01/05/2022","45,300.0","45,250.0","45,300.0","44,100.0","7.20K","0.00%"
"01/04/2022","45,300.0","45,450.0","45,450.0","43,000.0","10.40K","-0.44%"
"12/31/2021","45,500.0","44,100.0","46,100.0","42,100.0","7.40K","2.25%"
"12/30/2021","44,500.0","45,200.0","46,700.0","44,500.0","4.20K","-1.55%"
"12/29/2021","45,200.0","47,000.0","47,600.0","45,200.0","3.00K","-1.85%"
"12/28/2021","46,050.0","47,500.0","47,500.0","46,000.0","5.00K","-3.05%"
"12/27/2021","47,500.0","46,100.0","47,500.0","46,000.0","7.30K","0.00%"
"12/24/2021","47,500.0","48,500.0","48,500.0","44,700.0","9.50K","0.00%"
"12/23/2021","47,500.0","46,000.0","47,500.0","46,000.0","5.30K","3.26%"
